@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute total_fvolume numeric
@attribute class {TELNET,FTP,HTTP,DNS,lime,localForwarding,remoteForwarding,scp,sftp,x11,shell}

@data
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,178,lime
68,-1,-1,0,0,408,DNS
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,201,lime
101,-1,-1,0,0,101,lime
77,634,634,0,0,402,lime
51,102,134,0,0,110,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,178,lime
101,278,278,0,0,101,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,178,lime
77,552,552,0,0,201,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,103,135,0,0,110,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
40,40,50,1222,74453,307714,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,1645,lime
51,113,113,205,97543,204,lime
101,-1,-1,0,0,101,lime
59,167,167,0,0,59,lime
77,634,634,0,0,201,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1592,lime
77,-1,-1,0,0,784,lime
77,564,564,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,201,lime
77,61,61,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,557,557,0,0,101,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,683,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
51,102,134,0,0,110,lime
101,637,637,0,0,202,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1342,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,808,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
51,103,135,0,0,110,lime
101,308,308,0,0,101,lime
77,-1,-1,0,0,1645,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
59,154,154,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1592,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,608,608,0,0,101,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1491,lime
51,103,135,0,0,110,lime
40,40,48,1241,118488,1205023,lime
77,-1,-1,0,0,201,lime
101,637,637,0,0,202,lime
101,260,260,0,0,101,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,356,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
101,61,61,0,0,202,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,505,lime
59,167,167,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
77,515,515,0,0,201,lime
60,72,117,874,159858,3181,DNS
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,-1,-1,0,0,51,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,635,635,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,582,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,523,523,0,0,201,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,962,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,308,lime
77,-1,-1,0,0,178,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,356,lime
101,-1,-1,0,0,101,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
101,246,246,0,0,101,lime
51,-1,-1,0,0,51,lime
101,635,635,0,0,101,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,202,lime
101,-1,-1,0,0,101,lime
40,40,41,1124,93526,831230,lime
101,-1,-1,0,0,202,lime
51,-1,-1,0,0,51,lime
59,154,154,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,1847,lime
77,-1,-1,0,0,178,lime
52,52,80,226,66990,940,FTP
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1087,lime
77,-1,-1,0,0,178,lime
101,568,568,0,0,101,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,77,lime
101,-1,-1,0,0,101,lime
101,634,634,18823,18823,303,lime
124,-1,-1,0,0,124,lime
101,236,236,482359,482359,202,lime
77,564,564,0,0,201,lime
77,-1,-1,0,0,77,lime
52,52,84,281,51705,1463,FTP
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,606,lime
40,40,46,1585,128002,136489,lime
59,-1,-1,0,0,59,lime
77,634,634,0,0,201,lime
59,-1,-1,0,0,59,lime
58,74,133,955,61989,2123,DNS
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,103,135,937136,937136,110,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,1746,lime
59,167,167,0,0,59,lime
101,427,427,0,0,202,lime
40,40,81,44,23694,128233,FTP
59,-1,-1,0,0,59,lime
57,112,112,0,0,57,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,77,lime
51,89,89,0,0,51,lime
40,40,81,42,22501,133948,FTP
77,-1,-1,0,0,77,lime
68,-1,-1,0,0,544,DNS
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,224,242,0,0,202,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
40,40,47,1472,243526,679213,lime
52,52,85,290,62971,1822,FTP
59,-1,-1,0,0,59,lime
52,52,103,140,30224,12547,FTP
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,356,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,178,lime
68,-1,-1,0,0,408,DNS
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,201,lime
101,-1,-1,0,0,101,lime
77,634,634,0,0,402,lime
51,102,134,0,0,110,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,178,lime
101,278,278,0,0,101,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,178,lime
77,552,552,0,0,201,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,103,135,0,0,110,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
40,40,49,1222,75855,327578,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,1645,lime
51,113,113,205,97543,204,lime
101,-1,-1,0,0,101,lime
59,167,167,0,0,59,lime
77,634,634,0,0,201,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1592,lime
77,-1,-1,0,0,784,lime
77,564,564,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,201,lime
77,61,61,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,557,557,0,0,101,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,683,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
51,102,134,0,0,110,lime
101,637,637,0,0,202,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1419,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,808,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
51,103,135,0,0,110,lime
101,308,308,0,0,101,lime
77,-1,-1,0,0,1645,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
59,154,154,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1669,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,608,608,0,0,101,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1491,lime
51,103,135,0,0,110,lime
40,40,48,1241,120390,1257683,lime
77,-1,-1,0,0,201,lime
101,637,637,0,0,202,lime
101,260,260,0,0,101,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,356,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
101,61,61,0,0,202,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,505,lime
59,167,167,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
77,515,515,0,0,201,lime
60,72,117,874,159858,3181,DNS
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,-1,-1,0,0,51,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,635,635,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,582,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,523,523,0,0,201,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,962,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,308,lime
77,-1,-1,0,0,178,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,356,lime
101,-1,-1,0,0,101,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
101,246,246,0,0,101,lime
51,-1,-1,0,0,51,lime
101,635,635,0,0,101,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,279,lime
101,-1,-1,0,0,101,lime
40,40,41,1124,93526,831271,lime
101,-1,-1,0,0,202,lime
51,-1,-1,0,0,51,lime
59,154,154,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,1847,lime
77,-1,-1,0,0,178,lime
52,52,80,226,66990,940,FTP
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1087,lime
77,-1,-1,0,0,178,lime
101,568,568,0,0,101,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,77,lime
101,-1,-1,0,0,101,lime
101,634,634,18823,18823,303,lime
124,-1,-1,0,0,124,lime
101,236,236,482359,482359,202,lime
77,564,564,0,0,201,lime
77,-1,-1,0,0,77,lime
52,52,84,281,51705,1463,FTP
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,683,lime
40,40,46,1585,128002,136529,lime
59,-1,-1,0,0,59,lime
77,634,634,0,0,201,lime
59,-1,-1,0,0,59,lime
58,74,138,955,63460,2780,DNS
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,103,135,937136,937136,110,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,1746,lime
59,167,167,0,0,59,lime
101,427,427,0,0,202,lime
40,40,81,44,23694,128233,FTP
59,-1,-1,0,0,59,lime
57,112,112,0,0,57,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,77,lime
51,89,89,0,0,51,lime
40,40,81,42,22501,133948,FTP
77,-1,-1,0,0,77,lime
68,-1,-1,0,0,544,DNS
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,224,242,0,0,202,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
40,40,47,1472,243526,679213,lime
52,52,85,290,62971,1822,FTP
59,-1,-1,0,0,59,lime
52,52,103,140,30224,12547,FTP
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,356,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,178,lime
68,-1,-1,0,0,408,DNS
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,201,lime
101,-1,-1,0,0,101,lime
77,634,634,0,0,402,lime
51,102,134,0,0,110,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,178,lime
101,278,278,0,0,101,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,178,lime
77,552,552,0,0,201,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,103,135,0,0,110,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
40,40,49,1222,76351,344442,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,1645,lime
51,113,113,205,97543,204,lime
101,-1,-1,0,0,101,lime
59,167,167,0,0,59,lime
77,634,634,0,0,201,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1669,lime
77,-1,-1,0,0,784,lime
77,564,564,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,201,lime
77,61,61,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,557,557,0,0,101,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,683,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
51,102,134,0,0,110,lime
101,637,637,0,0,202,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1496,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,808,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
51,103,135,0,0,110,lime
101,308,308,0,0,101,lime
77,-1,-1,0,0,1645,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
59,154,154,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1669,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,608,608,0,0,101,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1491,lime
51,103,135,0,0,110,lime
40,40,48,1241,121511,1272764,lime
77,-1,-1,0,0,201,lime
101,637,637,0,0,202,lime
101,260,260,0,0,101,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,356,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
101,61,61,0,0,202,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,505,lime
59,167,167,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
77,515,515,0,0,201,lime
60,72,117,874,159858,3181,DNS
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,-1,-1,0,0,51,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,635,635,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,582,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,523,523,0,0,201,lime
40,40,1262,6,74300,1666,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,962,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,308,lime
77,-1,-1,0,0,178,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,356,lime
101,-1,-1,0,0,101,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
101,246,246,0,0,101,lime
51,-1,-1,0,0,51,lime
101,635,635,0,0,101,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,279,lime
101,-1,-1,0,0,101,lime
40,40,41,1124,93526,831271,lime
101,-1,-1,0,0,202,lime
51,-1,-1,0,0,51,lime
59,154,154,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,1847,lime
77,-1,-1,0,0,178,lime
52,52,80,226,66990,940,FTP
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1087,lime
77,-1,-1,0,0,178,lime
101,568,568,0,0,101,lime
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,77,lime
101,-1,-1,0,0,101,lime
101,634,634,18823,18823,303,lime
124,-1,-1,0,0,124,lime
101,236,236,482359,482359,202,lime
77,564,564,0,0,201,lime
77,-1,-1,0,0,77,lime
52,52,84,281,51705,1463,FTP
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,683,lime
40,40,46,1585,128002,136529,lime
59,-1,-1,0,0,59,lime
77,634,634,0,0,201,lime
59,-1,-1,0,0,59,lime
58,74,138,955,63460,2780,DNS
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,103,135,937136,937136,110,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,1746,lime
59,167,167,0,0,59,lime
101,427,427,0,0,202,lime
40,40,81,44,23694,128233,FTP
59,-1,-1,0,0,59,lime
57,112,112,0,0,57,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,77,lime
51,89,89,0,0,51,lime
40,40,81,42,22501,133948,FTP
77,-1,-1,0,0,77,lime
68,-1,-1,0,0,544,DNS
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,224,242,0,0,202,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
40,40,47,1472,243526,679213,lime
52,52,85,290,62971,1822,FTP
59,-1,-1,0,0,59,lime
52,52,103,140,30224,12547,FTP
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,356,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,178,lime
68,-1,-1,0,0,408,DNS
101,-1,-1,0,0,202,lime
77,-1,-1,0,0,201,lime
59,167,167,0,0,59,lime
59,167,167,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
59,168,168,0,0,59,lime
77,-1,-1,0,0,201,lime
101,-1,-1,0,0,101,lime
77,634,634,0,0,402,lime
51,102,134,0,0,110,lime
77,-1,-1,0,0,279,lime
77,-1,-1,0,0,178,lime
101,278,278,0,0,101,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,178,lime
77,552,552,0,0,201,lime
124,-1,-1,0,0,124,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,103,135,0,0,110,lime
77,552,552,0,0,201,lime
77,-1,-1,0,0,77,lime
40,40,49,1222,76351,364306,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,1645,lime
51,113,113,205,97543,204,lime
101,-1,-1,0,0,101,lime
59,167,167,0,0,59,lime
77,634,634,0,0,201,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1823,lime
77,-1,-1,0,0,861,lime
77,564,564,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,201,lime
77,61,61,0,0,201,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
101,557,557,0,0,101,lime
77,-1,-1,0,0,201,lime
77,-1,-1,0,0,683,lime
77,-1,-1,0,0,178,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,178,lime
51,102,134,0,0,110,lime
101,637,637,0,0,202,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1496,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,808,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
51,103,135,0,0,110,lime
101,308,308,0,0,101,lime
77,-1,-1,0,0,1645,lime
77,-1,-1,0,0,178,lime
101,-1,-1,0,0,101,lime
59,-1,-1,0,0,59,lime
59,154,154,0,0,59,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,1746,lime
77,-1,-1,0,0,77,lime
59,-1,-1,0,0,59,lime
101,608,608,0,0,101,lime
77,-1,-1,0,0,201,lime
51,-1,-1,0,0,51,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,1568,lime
51,103,135,0,0,110,lime
40,40,48,1241,121511,1272846,lime
52,52,103,140,30224,12599,FTP
52,52,84,281,51705,1515,FTP
77,-1,-1,0,0,201,lime
101,637,637,0,0,202,lime
101,260,260,0,0,101,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,101,lime
77,-1,-1,0,0,77,lime
77,-1,-1,0,0,356,lime
59,167,167,0,0,59,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
59,-1,-1,0,0,59,lime
101,61,61,0,0,202,lime
59,167,167,0,0,59,lime
101,634,634,0,0,101,lime
101,-1,-1,0,0,505,lime
59,167,167,0,0,59,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,201,lime
59,-1,-1,0,0,59,lime
59,-1,-1,0,0,59,lime
77,515,515,0,0,201,lime
60,72,117,874,159858,3181,DNS
59,-1,-1,0,0,59,lime
77,-1,-1,0,0,178,lime
51,-1,-1,0,0,51,lime
