@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute mean_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute max_biat numeric
@attribute proto numeric
@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute class {TELNET,FTP,HTTP,DNS,lime,localForwarding,remoteForwarding,scp,sftp,x11,shell}

@data
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,568,0,0,0,0,0,0,17,1,124,1,568,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
58,69,84,7,129,26,933,170723,58824,892,194481,17,41,2858,41,5323,DNS
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,473,12,0,0,0,0,0,17,2,202,2,946,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,177,0,0,0,0,0,0,17,1,63,1,177,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,2048,2048,0,0,0,17,3,303,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,286748,345177,41315,0,0,17,4,204,0,0,lime
101,101,101,0,128,0,2831,2831,0,0,0,17,11,1111,1,128,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,635,1,167,167,0,19688,19688,17,9,909,9,5718,lime
101,101,101,0,-1,0,0,0,0,0,0,17,6,606,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,333,0,0,0,0,0,0,17,1,101,1,333,lime
51,51,51,0,-1,0,27218,28060,595,0,0,17,4,204,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,349,43,241,241,0,6395,6395,17,8,808,7,2447,lime
101,101,101,0,144,32,0,0,0,0,0,17,5,505,4,578,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,74,0,0,0,0,0,0,17,1,124,1,74,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,270,118,2358,2358,0,59012,59012,17,5,505,3,812,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,279076,467878,19877,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,586,0,0,0,0,0,0,17,1,124,1,586,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,36458,913982,139341,0,0,17,50,2550,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
101,101,101,0,586,8,0,0,0,0,0,17,2,202,2,1172,lime
51,51,51,0,-1,0,730,520923,66555,0,0,17,102,5202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,113943,567707,72116,0,0,17,51,2601,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
51,51,51,0,-1,0,211259,618694,96013,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,549,44,363,363,0,1889,1889,17,9,909,9,4943,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
72,72,72,0,-1,0,0,0,0,0,0,17,2,144,0,0,DNS
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,171196,521247,39245,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,327,120,0,0,0,0,0,17,2,202,2,654,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,146,0,0,0,0,0,0,17,1,101,1,146,lime
101,101,101,0,168,6,58,501866,354831,3174,502328,17,11,1111,11,1858,lime
101,101,101,0,282,25,0,0,0,0,0,17,9,909,9,2538,lime
101,101,101,0,408,0,0,0,0,0,0,17,2,202,2,816,lime
101,101,101,0,532,143,0,0,0,0,0,17,2,202,2,1065,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
556,556,556,0,-1,0,0,0,0,0,0,17,1,556,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,230,0,0,0,0,0,0,17,1,124,1,230,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,164,0,0,0,0,0,0,17,1,63,1,164,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
164,164,164,0,-1,0,0,0,0,0,0,17,2,328,0,0,lime
51,51,51,0,-1,0,316235,407852,12162,0,0,17,51,2601,0,0,lime
51,51,51,0,-1,0,160754,574464,42341,0,0,17,51,2601,0,0,lime
101,101,101,0,152,33,0,0,0,0,0,17,2,202,2,304,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
101,101,101,0,529,81,0,0,0,0,0,17,4,404,3,1588,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
51,51,51,0,-1,0,362317,406617,5717,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,390,0,0,0,0,0,0,17,1,101,1,390,lime
51,57,63,8,178,0,0,0,0,0,0,17,2,114,1,178,lime
51,51,51,0,-1,0,318433,402999,11795,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,309648,410791,13175,0,0,17,51,2601,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,330,0,0,0,0,0,0,17,1,124,1,330,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,166,29,182,182,0,3246,3246,17,9,909,5,834,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,345,0,0,0,0,0,0,17,1,101,1,345,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,56,551,49,503,145,177,1109576,94052,14626,934401,17,447,25284,446,224714,lime
124,124,124,0,230,0,0,0,0,0,0,17,1,124,1,230,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,57,63,8,178,0,1157674,1157674,0,0,0,17,2,114,1,178,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,164,0,0,0,0,0,0,17,1,63,1,164,lime
51,51,51,0,-1,0,24022,978088,208412,0,0,17,46,2346,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,164,0,0,0,0,0,0,17,1,63,1,164,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,622,0,0,0,0,0,0,17,1,124,1,622,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,445,118,412,412,0,17597,17597,17,9,909,7,3120,lime
51,57,63,8,177,0,1096706,1096706,0,0,0,17,2,114,1,177,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,616,0,0,0,0,0,0,17,2,248,2,1232,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,342,0,0,0,0,0,0,17,1,101,1,342,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,67865,943160,117616,0,0,17,99,5049,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,5,505,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
124,124,124,0,230,0,0,0,0,0,0,17,1,124,1,230,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,117,551,168,175,209,5991,714676,239313,546,711243,17,31,3633,29,5094,lime
101,101,101,0,257,79,0,0,0,0,0,17,7,707,7,1801,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,61,0,0,0,0,0,0,17,2,202,2,122,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,580,0,0,0,0,0,0,17,1,124,1,580,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
57,57,57,0,113,0,0,0,0,197,240,17,1,57,3,339,lime
51,51,51,0,-1,0,890,490656,55687,0,0,17,101,5151,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,301441,413833,14370,0,0,17,51,2601,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,158,34,0,0,0,0,0,17,3,303,2,317,lime
101,101,101,0,159,7,0,0,0,0,0,17,5,505,4,638,lime
63,63,63,0,165,0,0,0,0,0,0,17,1,63,1,165,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,547,28,0,0,0,0,0,17,2,248,2,1095,lime
101,101,101,0,66,0,0,0,0,0,0,17,1,101,1,66,lime
124,124,124,0,116,0,0,0,0,0,0,17,2,248,2,232,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,282385,545842,29233,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,177,177,0,0,0,17,6,606,0,0,lime
124,124,124,0,116,0,0,0,0,0,0,17,2,248,2,232,lime
51,51,51,0,-1,0,95793,435416,44852,0,0,17,51,2601,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,259,0,0,0,0,0,0,17,1,101,1,259,lime
51,51,51,0,-1,0,328268,405921,10460,0,0,17,51,2601,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,622,0,0,0,0,0,0,17,1,124,1,622,lime
51,57,63,8,178,0,693022,693022,0,0,0,17,2,114,1,178,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,242,0,0,0,0,0,0,17,1,101,1,242,lime
101,101,101,0,366,0,0,0,0,0,0,17,1,101,1,366,lime
101,101,101,0,159,20,875,7040,4359,2537,2702,17,17,1717,17,2704,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
101,101,101,0,180,19,64,64,0,13224,13224,17,9,909,9,1621,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,176,0,0,0,0,0,0,17,1,101,1,176,lime
101,101,101,0,600,89,0,0,0,0,0,17,7,707,7,4203,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,498,0,0,0,0,0,0,17,1,101,1,498,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,2,202,2,1269,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
51,51,51,0,-1,0,316446,410253,12196,0,0,17,51,2601,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,4,404,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,116679,521204,34031,0,0,17,102,5202,0,0,lime
51,51,51,0,-1,0,55880,817443,176529,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,4,404,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,6,606,0,0,lime
51,54,551,43,377,238,22,905001,259925,4415,932090,17,130,7139,132,49765,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,5,505,5,3170,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,604,0,0,0,0,0,0,17,1,124,1,604,lime
51,51,51,0,-1,0,321041,411377,11610,0,0,17,51,2601,0,0,lime
51,547,551,38,56,38,16930,291967,33895,19548,487120,17,175,95829,59,3307,lime
551,551,551,0,51,0,30986,991555,214699,32600,1861416,17,52,28652,14,714,lime
61,65,73,6,110,35,93593,127425,23922,2617,125800,17,3,195,3,330,DNS
51,543,551,58,59,48,11095,406654,69159,11768,753019,17,134,72878,37,2183,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,547,551,36,55,38,15020,291967,29782,4548,487120,17,379,207637,121,6767,lime
101,101,101,0,296,0,0,0,0,0,0,17,1,101,1,296,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
101,101,101,0,70,0,0,0,0,0,0,17,1,101,1,70,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
551,551,551,0,51,0,14771,991555,284935,14819,1861416,17,63,34713,25,1275,lime
61,65,73,6,110,35,93593,127425,23922,2617,125800,17,3,195,3,330,DNS
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
51,547,551,41,55,35,6004,406654,64980,5762,753019,17,259,141753,68,3764,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
101,101,101,0,332,0,0,0,0,0,0,17,1,101,1,332,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,547,551,36,56,39,15020,291967,27518,4548,487120,17,585,320547,166,9360,lime
101,101,101,0,296,0,0,0,0,0,0,17,1,101,1,296,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
101,101,101,0,70,0,0,0,0,0,0,17,1,101,1,70,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
551,551,551,0,51,0,14771,991555,264338,14819,2067951,17,109,60059,51,2601,lime
61,65,73,6,110,31,93593,127425,18999,1704,125929,17,6,390,6,660,DNS
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
51,545,551,48,56,39,6004,590376,73292,5762,753019,17,382,208570,111,6253,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,72,551,99,362,246,738,629972,191100,20621,411629,17,25,1800,21,7604,lime
101,101,101,0,332,0,0,0,0,0,0,17,1,101,1,332,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,548,551,31,55,34,15020,291967,27152,4548,487120,17,761,417523,219,12063,lime
101,101,101,0,296,0,0,0,0,0,0,17,1,101,1,296,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
101,101,101,0,70,0,0,0,0,0,0,17,1,101,1,70,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
551,551,551,0,51,0,14771,991555,266429,14819,2067951,17,130,71630,65,3315,lime
61,65,73,6,110,31,93593,127425,18999,1704,125929,17,6,390,6,660,DNS
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
51,547,551,42,54,33,5025,590376,69331,5762,753019,17,513,280751,154,8446,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,63,551,78,443,207,738,921839,241973,20621,922035,17,41,2616,37,16420,lime
101,101,101,0,332,0,0,0,0,0,0,17,1,101,1,332,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,548,551,32,55,37,15020,291967,27427,4548,487120,17,970,531990,255,14197,lime
101,101,101,0,296,0,0,0,0,0,0,17,1,101,1,296,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
101,101,101,0,70,0,0,0,0,0,0,17,1,101,1,70,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
551,551,551,0,51,0,14604,991555,248979,14665,2067951,17,174,95874,90,4590,lime
61,65,73,6,110,31,93593,127425,18999,1704,125929,17,6,390,6,660,DNS
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
51,547,551,41,55,37,5025,590376,68081,5762,753019,17,634,346966,181,10119,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,61,551,70,460,193,738,921839,253597,20621,922035,17,50,3075,44,20277,lime
101,101,101,0,332,0,0,0,0,0,0,17,1,101,1,332,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,548,551,33,55,37,15020,291967,26705,4548,487120,17,1172,642696,307,17147,lime
101,101,101,0,296,0,0,0,0,0,0,17,1,101,1,296,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
101,101,101,0,70,0,0,0,0,0,0,17,1,101,1,70,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
551,551,551,0,51,0,13865,991555,246017,14665,2067951,17,199,109649,104,5304,lime
61,65,73,6,110,31,93593,127425,18999,1704,125929,17,6,390,6,660,DNS
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
51,547,551,42,55,35,5025,590376,67260,5762,753019,17,765,418647,211,11649,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,57,551,57,493,159,257,921839,232241,20621,922035,17,76,4401,69,34052,lime
101,101,101,0,332,0,0,0,0,0,0,17,1,101,1,332,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,548,551,30,55,35,15020,291967,26269,4548,487120,17,1361,746835,345,19085,lime
101,101,101,0,296,0,0,0,0,0,0,17,1,101,1,296,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
101,101,101,0,70,0,0,0,0,0,0,17,1,101,1,70,lime
101,101,101,0,635,0,0,0,0,0,0,17,1,101,1,635,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
551,551,551,0,51,0,13865,1309235,258126,14665,2067951,17,207,114057,112,5712,lime
59,64,73,6,109,30,93593,127425,17883,943,125969,17,9,579,9,984,DNS
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
51,547,551,39,54,32,5025,590376,66596,5762,798162,17,895,490277,249,13587,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,55,551,47,512,132,257,921839,222298,20621,922035,17,111,6186,104,53337,lime
101,101,101,0,332,0,0,0,0,0,0,17,1,101,1,332,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,284,0,0,0,0,0,0,17,1,101,1,284,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,511,0,0,0,0,0,0,17,1,124,1,511,lime
51,548,551,31,55,35,15020,324358,27565,212,642818,17,1536,842664,411,22749,lime
